country,keywords
Macedonia,"Mediterranean,Continental,Temperate,Mild Winters,Hot Summers,Rainy,Humid,Snowy,Windy,Foggy,Precipitation,Sunshine,Mountainous,Alpine,Storms,Air Pressure,Pollution,Droughts,Cold Spells,Heat Waves"
Madagascar,"Tropical,Humid,Warm,Rainy,Monsoons,Dry Season,Wet Season,Hot,Temperatures,Humidity,Cyclones,Storms,Hurricanes,Windy,Cloudy,Rainfall,Sunshine,Intertropical Convergence Zone,Indian Ocean,Equator"
Malawi,"Humid,Tropical,Hot,Subtropical,Rainy,Wet,Humid Subtropical,Humid Continental,Warm,Mild,Moderate,Variable,Dry,Cool,Temperatures,Seasons,Monsoon,Storms,Fluctuations,Variability"
Malaysia,"Hot,Humid,Tropical,Monsoons,Rainy,Humid,Dry,Warm,Sunny,Temperatures,Equatorial,Seasons,Intertropical Convergence Zone,South-West Monsoon,North-East Monsoon,Inter-Monsoon,Inter-Tropical Discontinuity,Typhoons,Cyclones,Humid Subtropical"
Maldives,"Tropical,Hot,Humid,Monsoons,Rainy,Dry,Warm,Calm,Breezy,Sunny,Cloudy,Windy,Sea Breezes,High Temperatures,Low Temperatures,Mild,Seasonal,Humidity,Oceanic,Pleasant"
Mali,"Hot,Humid,Arid,Desert,Dry,Tropical,Wet,Rainy,Rainfall,Temperatures,High,Low,Rainy Season,Dry Season,Monsoon,Harmattan,Foggy,Windy,Dusty,Stormy"
Malta,"Mediterranean,Hot,Humid,Subtropical,Mild,Sunny,Dry,Pleasant,Rainy,Windy,Long Summers,Short Winters,Temperatures,Rainfall,Oceanic,Maritime,Hot Summers,Mild Winters,Humid Summers,Dry Winters"
Marshall Islands,"Humid,Tropical,Hot,Rainy,Stormy,Windy,Monsoon,Monsoon Season,Wet Season,Dry Season,High Temperatures,Humidity,Ocean Breezes,Sunshine,Cloudy,Cyclones,Hurricanes,Typhoon,El Niño,La Niña"
Martinique,"Tropical,Warm,Humid,Hot,Rainy,Seasonal,Sunny,Mild,Pleasant,Windy,Dry,Average Temperature,Cool,Oceanic,Subtropical,Monsoon,Humidity,Stormy,Thunderstorms,Hurricanes"
Mauritania,"Hot,Dry,Arid,Desert,Sub-tropical,Semi-arid,Humid,Harsh,Unpredictable,Monsoon,Rainy,Windy,Dusty,Coastal,Mild,Oceanic,Temperate,Tropical,Continental,Variable"
Mauritius,"Tropical,Warm,Humid,Temperate,Oceanic,Maritime,Hot,Mild,Rainfall,Summer,Monsoon,Windy,Storms,Cyclones,Sunshine,Humidity,Dry,Cool,Warmth,Moderate"
Mayotte,"Humid,Hot,Tropical,Rainy,Summer,Warm,Tropical Storms,Cyclones,Muggy,Humidity,Oceanic,Calm,Sunny,Breezy,Thunderstorms,Monsoons,Windy,Mild,Humid Subtropical,Temperatures"
Mexico,"Hot,Humid,Temperate,Tropical,Arid,Rainy,Dry,Mild,Warm,Cool,Oceanic,Desert,Subtropical,Monsoon,Mist,Snowy,Stormy,Windy,Sunny,Cloudy"
Micronesia,"Tropical,Humid,Hot,Rainy,Wet,Damp,Cloudy,Monsoon,Stormy,Windy,Muggy,Cyclones,Typhoons,High humidity,High temperatures,High rainfall,Heavy rains,Sunshine,Variability,Inter-tropical Convergence Zone"
Moldova,"Mild,Temperate,Humid,Continental,Warm,Summer,Winter,Rainy,Dry,Sunny,Spring,Foggy,Hot,Mildly Cold,Humid Continental,Windy,Oceanic,Subtropical,Mediterranean,Variable"
Monaco,"Mediterranean,Mild,Temperate,Sunny,Hot Summers,Mild Winters,Humid,Rainy,Oceanic,Subtropical,Low Precipitation,High Temperatures,Low Humidity,Long Summers,Short Winters,Ocean Breezes,Warm Waters,Low Snowfall,Low Storm Activity,Mostly Clear Skies"
Mongolia,"Cold,Continental,Dry,Desert,Windy,Snowy,Humid,Hot,Arid,Temperate,Extreme,Subarctic,Low Temperature,High Temperature,Rainy,Sunny,Sunny Days,Cloudy,Variable,Stormy"
Montserrat,"Tropical,Humid,Hot,Rainy,Windy,Dry,Warm,Mild,Average Temperature,High Temperature,Low Temperature,Rainfall,Sunshine,Humidity,Stormy,Oceanic,Seasons,Monsoon,Hurricanes,Volcanic Activity"
Morocco,"Arid,Dry,Hot,Subtropical,Mediterranean,Desert,Temperate,Humid,Mild,Cool,Rainy,Warm,Sunny,Breezy,Coastal,Mountainous,Humid Subtropical,Continental,Variable,Cooler in the Mountains"
Mozambique,"Tropical,Humid,Hot,Subtropical,Rainy,Dry,Monsoon,Mild,Warm,Harsh,Arid,Cool,Variable,Temperate,Coastal,Oceanic,Windy,Humid Subtropical,Humid Continental,Semi-arid"
Namibia,"Arid,Semi-arid,Dry,Desert-like,Hot,Sunny,Subtropical,Low humidity,Windy,Temperatures vary,Coastal areas cooler,Rainy season,Foggy,Extreme heat,Cold nights,High altitude cooler,High sunshine hours,Low rainfall,Dust storms,Variable weather"
Nauru,"Tropical,Hot,Humid,Arid,Dry,Rainy,Windy,Monsoonal,Wet,Stormy,Muggy,Rainfall,High Temperature,Sunshine,Cloudy,Drizzle,Oceanic,High Humidity,Sea Breeze,Thunderstorms"
Nepal,"Humid,Hot,Tropical,Monsoons,Rainy,Dry,Temperate,Mild,Hazy,Foggy,Windy,Cool,Snowy,Mountainous,High Altitude,Subtropical,Continental,Arctic,Arctic-Alpine,Variable"
Netherlands,"Mild,Temperate,Maritime,Changeable,Cool,Wet,Humid,Windy,Rainy,Cloudy,Foggy,Snowy,Summers,Mild Winters,Oceanic,North Sea,Atlantic,North Atlantic Drift,Mild Summers,Moderate Precipitation"
Netherlands Antilles,"Tropical,Humid,Hot,Rainy,Windy,Dry,Warm,Mild,Moderate,Summery,Year-round,Oceanic,Arid,Subtropical,Temperatures,Humidity,Monsoons,Hurricanes,Trade Winds,Tropical Storms"
New Caledonia,"Tropical,Humid,Hot,Subtropical,Rainy,Mild,Moderate,Pleasant,Dry,High Temperatures,Low Temperatures,Warm,Cool,Windy,Oceanic,Humid Subtropical,Marine,Oceanic Influence,Monsoonal,Rainforest"
New Zealand,"Mild,Temperate,Maritime,Oceanic,Subtropical,Cool,Wet,Humid,Windy,Rainy,Summers,Mild Winters,Moderate Snowfall,Variable Weather,Sunshine,Cloudy,Dry Spells,Foggy,Stormy,Varied Climate"
Nicaragua,"Tropical,Humid,Warm,Hot,Rainy,Dry,Monsoons,Monsoon Season,Wet Season,Rainfall,Hurricanes,High Temperatures,Low Temperatures,Mild Winters,High Humidity,Low Humidity,Cloudy,Windy,Storms,Sunshine"
Niger,"Hot,Arid,Dry,Dusty,Desert,Tropical,Humid,Semi-arid,Subtropical,Rainy,Windy,Monsoon,Temperatures,Rainfall,Saharan,Harmattan,Sahelian,Tropical Savanna,Tropical Monsoon,Wet Season"
Nigeria,"Hot,Humid,Tropical,Wet,Rainy,Dry,Rainforest,Monsoon,Savannah,Desert,Sub-Saharan,Equatorial,Temperate,Intertropical Convergence Zone,Harmattan,Oceanic,High Temperatures,Low Temperatures,High Humidity,Seasonal Rainfall"
N. Mariana Islands,"Tropical,Humid,Warm,Oceanic,Rainy,Monsoon,Hot,Dry,Windy,Sunny,Subtropical,Mild,Muggy,Humidified,Muggy-Humid,Cloudy,Stormy,Variable,Pleasant,Moderate"
Norway,"Cold,Windy,Snowy,Rainy,Humid,Subarctic,Arctic,Temperate,Maritime,Mild,Oceanic,Summers,Winters,Arctic Circle,Warmest Months,Longest Days,Shortest Nights,Highest Temperature,Lowest Temperature,Variable Weather"
Oman,"Hot,Humid,Arid,Desert,Dry,Coastal,Mountainous,Tropical,Subtropical,Monsoons,Temperatures,Rainy Season,Windy,Sunshine,Humidity,Sunshine Hours,Sunshine Duration,Rainfall,Rainy Days,Cloudy Days"
Pakistan,"Hot,Humid,Arid,Dry,Tropical,Monsoon,Desert,Subtropical,Mountainous,Rainy,Snowy,Temperate,Windy,Rainforest,Oceanic,Continental,Severe,Stormy,Storms,Variable"
Palau,"Tropical,Humid,Hot,Rainy,Wet,Warm,Mild,Pleasant,Moderate,High Temperatures,Low Temperatures,Oceanic,Sunny,Humidity,Windy,Monsoons,Typhoon,Dry Season,Wet Season,Rainfall"
Panama,"Tropical,Humid,Hot,Rainy,Wet,Dry,Mild,Seasons,Summer,Winter,Spring,Temperatures,Warm,Cool,Breezy,Windy,Humidity,Rainfall,Sunshine,Cloudy"
Papua New Guinea,"Tropical,Humid,Wet,Rainy,Hot,Monsoonal,Cyclones,High Temperatures,High Humidity,High Rainfall,Coastal,Mountainous,Varied,Dry Season,Wet Season,El Nino,La Nina,Intertropical Convergence Zone,South Pacific Convergence Zone,Intertropical Front"
Paraguay,"Tropical,Humid,Hot,Subtropical,Rainy,Mild,Semi-arid,Wet,Dry,Varied,Changeable,Temperatures,Warm,Cool,Hot Summers,Cool Winters,Windy,High Humidity,Occasional Storms,Heavy Rainfall"
Peru,"Humid,Tropical,Temperate,Dry,Rainy,Variable,Hot,Mild,Cool,Windy,Oceanic,Subtropical,Mountainous,Desert,Coastal,Harsh,Mildly Hot,Mildly Cold,High Altitude,Seasonal"
Philippines,"Tropical,Monsoon,Hot,Humid,Rainy,Wet,Dry,Warm,Cool,Windy,Subtropical,Rainforest,Intertropical Convergence Zone,Typhoon,Storm,Sunshine,Maritime,Mountainous,El Niño,La Niña"
Poland,"Cold,Humid,Temperate,Continental,Rainy,Windy,Snowy,Summers,Mild,Winters,Oceanic,Hot,Fogs,Stormy,Dry,Variable,Sunny,Cloudy,Severe,Wet"
Portugal,"Mild,Temperate,Mediterranean,Maritime,Humid,Oceanic,Warm,Wet,Summer,Winter,Spring,Autumn,Rainy,Variable,Mild Winters,Hot Summers,Sunshine,Coastal,Atlantic,Subtropical"
Puerto Rico,"Tropical,Humid,Warm,Hot,Rainy,Wet,Stormy,Hurricane,Windy,Mild,Rainforest,Arid,Dry,Monsoon,Temperatures,Oceanic,Cool,Milder,Humidity,Ocean Breezes"
Qatar,"Hot,Humid,Desert,Dry,Arid,Sunny,Subtropical,Low Rainfall,Scorching Summers,Mild Winters,High Temperatures,Low Humidity,Dusty,Windy,Sandstorms,Low Precipitation,Unpredictable Weather,Unstable Climate,Extreme Heat,High UV Index"
Reunion,"Tropical,Humid,Hot,Rainy,Stormy,Windy,Cyclones,Monsoons,Wet Seasons,Dry Seasons,High Temperatures,Low Temperatures,Oceanic,Subtropical,Humid Subtropical,Sun-Drenched,High Humidity,Heavy Rainfall,Volcanic,Pleasant"
Romania,"Temperate,Mediterranean,Continental,Humid,Mild,Hot Summers,Cold Winters,Rainy,Snowy,Windy,Foggy,Oceanic,Arid,Subtropical,Polar,Humid Continental,Mountainous,Temperate Continental,Semi-Arid,Monsoon"
Russia,"Cold,Continental,Arctic,Subarctic,Humid,Subtropical,Oceanic,Dry,Variable,Long Summers,Short Winters,Temperature Extremes,Snowy,Rainy,Windy,Foggy,Sunny,Mild,Hot,Humid Continental"
Rwanda,"Tropical,Rainy,Humid,Warm,Temperate,Mild,Cool,Hot,Dry,Wet,Pleasant,Moderate,Variable,Seasonal,Rainforest,Mountainous,Sunny,Windy,Cloudy,Variable Humidity"
Saint Helena,"Subtropical,Rainy,Humid,Mild,Oceanic,Maritime,Temperate,Warm,Dry,Hot,Cool,Variable,Windy,Stormy,Sunny,Pleasant,Changeable,Moderate,Tropical,Cloudy"
Saint Kitts & Nevis,"Tropical,Humid,Hot,Rainy,Summer,Dry,Windy,Warm,Mild,Cool,Pleasant,Humid,Arid,Sunny,Rainfall,Monsoon,Hurricane,Temperatures,Sea Breezes,Fertile Soil"
Saint Lucia,"Tropical,Hot,Humid,Warm,Dry Season,Rainy Season,Moderate,Temperatures,Trade Winds,Humidity,Sunshine,Caribbean,Caribbean Sea,Atlantic Ocean,Daylight,Nighttime,Hurricane Season,Monsoon,Climate Change,Rainfall"
St Pierre & Miquelon,"Maritime,Oceanic,Temperate,Mild,Humid,Subarctic,Windy,Precipitation,Rainfall,Snowfall,Foggy,Cool Summers,Mild Winters,Moderate Temperatures,Ocean Breezes,Stormy,Humid Continental,Arctic Air Masses,Arctic Fronts,Arctic Outbreaks"
Saint Vincent and the Grenadines,"Tropical,Humid,Warm,Oceanic,Maritime,Rainy,Hot,Moderate,Temperatures,Sunny,Breezy,Humidity,Rainfall,Pleasant,Mild,Arid,Cool,Windy,Dry,Variable"
Samoa,"Tropical,Humid,Hot,Rainy,Warm,Dry,Pleasant,Monsoonal,Oceanic,Mild,Windy,Pleasant,Cool,Hot,Humid,Stormy,Sunny,Variable,Wet,Moderate"
San Marino,"Mild,Mediterranean,Temperate,Oceanic,Humid,Warm,Summers,Winters,Rainy,Snowy,Foggy,Sunny,Pleasant,Breezy,Changeable,Stormy,Cool,Variable,Dry,Mildly Hot"
Sao Tome & Principe,"Tropical,Equatorial,Humid,Hot,Wet,Rainy,Monsoon,Moderate,Temperatures,Lowland,Coastal,Rainforest,Dry,Seasonal,Windy,Storms,Humidity,Cloudy,Oceanic,Mild"
Saudi Arabia,"Hot,Dry,Arid,Desert,Humid,Sunny,Temperatures,Extreme,Scorching,Harsh,Rainfall,Low,Cool,Winter,Summer,Dusty,Windy,Foggy,Monsoon,Sandstorms"
Senegal,"Hot,Humid,Tropical,Dry,Temperatures,Rainfall,Arid,Rainy,Seasonal,Subtropical,Wet,Monsoons,Windy,Sunshine,Coastal,Heat,Humidity,Precipitation,Rainy Season,Dusty"
Serbia,"Humid,Continental,Hot Summers,Cold Winters,Mild Springs,Mild Autumns,Subtropical Climate,Mediterranean Climate,Mountain Climate,Rainy,Snowy,Windy,Foggy,Sunny,Dry,Humid Continental,Temperate Continental,Oceanic Climate,Humid Subtropical,Temperate Oceanic"
Seychelles,"Tropical,Hot,Humid,Warm,Wet,Windy,Rainy,Monsoon,Subtropical,Mild,Oceanic,Pleasant,Breezy,Sunny,Humid,Dry,Cloudy,Moderate,Cool,Temperate"
Sierra Leone,"Tropical,Hot,Humid,Rainy,Monsoons,Wet,Dry,Temperate,Rainforest,Wet Season,Dry Season,Humidity,Heat,Sunshine,Rainfall,Windy,Storms,Cloudy,Foggy,Thunderstorms"
Singapore,"Humid,Hot,Tropical,Rainy,Monsoons,Stormy,Thunderstorms,High Temperatures,High Humidity,Inter-Monsoon Periods,Rainy Season,Dry Season,High Rainfall,Intertropical Convergence Zone,South-West Monsoon,North-East Monsoon,Inter-Monsoon Showers,Inter-Tropical Front,Inter-Tropical Discontinuity,Inter-Tropical Convergence Zone"
Slovakia,"Temperate,Humid,Continental,Mild,Oceanic,Warm Summers,Cool Winters,Rainy,Snowy,Variable,Changeable,Stormy,Windy,Foggy,Sunny,Cloudy,Precipitation,Humid Continental,Mild Sub-Mediterranean,Alpine Tundra"
Slovenia,"Mild,Mediterranean,Temperate,Continental,Oceanic,Humid,Rainy,Snowy,Hot Summers,Cold Winters,Sunny,Warm,Alpine,Foggy,Windy,Dry Summers,Pleasant,Varied,Changeable,Unpredictable"
Solomon Islands,"Tropical,Humid,Rainy,Warm,Hot,Oceanic,Maritime,Monsoonal,Wet,Cloudy,Moderate,Variable,Cyclones,Typhoons,Storms,Windy,Humid,Sunny,Cool,Mild"
Somalia,"Hot,Arid,Semi-arid,Dry,Humid,Tropical,Desert,Coastal,Temperate,Monsoon,Rainy,Windy,Scorching,Unpredictable,Unstable,Harsh,Variable,Extreme,Severe,Unforgiving"
South Africa,"Mild,Subtropical,Temperate,Mediterranean,Humid,Semi-arid,Arid,Hot,Cold,Rainy,Dry,Summers,Winters,Stormy,Coastal,Mountainous,Variable,Changeable,Extreme,Unpredictable"
Spain,"Mediterranean,Hot,Dry,Humid,Temperate,Subtropical,Mild,Rainy,Oceanic,Mild winters,Hot summers,Snowy,Arid,Sunny,Windy,Humid subtropical,Continental,Variable,Cold,Stormy"
Sri Lanka,"Tropical,Monsoons,Humid,Hot,Rainy,Dry,Warm,Cool,Summer,Winter,Inter-monsoonal,Temperatures,Rainfall,Sea Breezes,South-West Monsoon,North-East Monsoon,Relative Humidity,Sunshine Hours,Cloud Cover,Monsoon Troughs"
Sudan,"Hot,Arid,Dry,Desert,Humid,Tropical,Subtropical,Temperate,Subhumid,Rainy,Rainfall,Monsoon,Dusty,Windy,Humidity,Precipitation,Sunshine,Heat,Cold,Cool"
Suriname,"Humid,Tropical,Hot,Rainy,Wet,Average Temperature,High Temperature,Low Temperature,Monsoon,Dry Season,Wet Season,Rainforest,Storms,Hurricanes,Thunderstorms,High Humidity,Windy,Coastal,Intertropical Convergence Zone,Atlantic Ocean"
Swaziland,"Humid,Subtropical,Hot,Rainy,Semi-arid,Dry,Summer,Winter,Warm,Mild,Temperatures,Rainfall,Cool,Breezy,Thunderstorms,Sunshine,Highs,Lows,Humidity,Monsoons"
Sweden,"Cold,Temperate,Humid,Mild,Arctic,Subarctic,Oceanic,Continental,Four Seasons,Summer,Spring,Winter,Fall,Rainy,Snowy,Windy,Cloudy,Foggy,Sunny,Dry"
Switzerland,"Alpine,Mild,Temperate,Varied,Changeable,Four Seasons,Humid,Rainy,Snowy,Cool,Pleasant,Windy,Sunny,Moderate,Hot Summers,Cool Winters,Mountain Climate,Valley Climate,Lake Climate,Continental Climate"
Syria,"Hot,Humid,Arid,Desert,Dry,Temperate,Mediterranean,Continental,Extreme,Rainy,Subtropical,Sunny,Windy,Snowy,Monsoon,Mountainous,Coastal,Mild,Variable,Stormy"
Taiwan,"Humid,Subtropical,Hot,Rainy,Tropical,Monsoon,Mild,Dry,Moderate,Cool,Oceanic,Temperate,Warm,Windy,Hazy,Foggy,Cloudy,Thunderstorms,Sunny,Humid Subtropical"
Tajikistan,"Arid,Semi-arid,Continental,Mountainous,Dry,Hot Summers,Cold Winters,Low Humidity,Extreme Temperatures,Rainfall Variability,Snowfall,Windy,High Altitude,Dust Storms,Foggy,Sunny,Subtropical,Monsoons,Humid,Mild Winters"
Tanzania,"Hot,Humid,Tropical,Arid,Dry,Temperatures,Rainy,Seasons,Rainfall,,Monsoons,Windy,Humidity,Mild,Cool,Stormy,Heatwaves,Drought,Dry Spells,Wet Spells"
Thailand,"Tropical,Humid,Monsoon,Hot,Warm,Rainy,Wet,Dry,Humidity,Temperature,Seasons,Heat,Sunshine,Cool,Windy,Monsoonal,Mild,Cloudy,Stormy,Variable"
Togo,"Tropical,Hot,Humid,Rainy,Dry,Temperatures,Rainfall,Seasons,Monsoon,Sunshine,Humidity,Coastal,Savannah,Arid,Semi-arid,Cool,Windy,Hotter,Storms,Rainy season"
Tonga,"Tropical,Hot,Humid,Rainy,Warm,Oceanic,Wet,Mild,Windy,Subtropical,Coastal,Sunny,Temperatures,Rainfall,Storms,Cyclones,Humidity,Monsoons,Seasonal,Maritime"
Trinidad & Tobago,"Tropical,Humid,Hot,Rainy,Wet,Warm,Sunny,Temperatures,Humidity,Monsoon,Storms,Windy,Dry,Rainfall,Mild,Hurricanes,Oceanic,Seasons,Climate Change,Caribbean"
Tunisia,"Mediterranean,Semi-arid,Hot,Dry,Humid,Mild,Temperate,Rainy,Sunny,Breezy,Windy,Warm,Cool,Summers,Winters,Wet,Desert,Coastal,Humid Subtropical,Continental"
Turkey,"Hot,Humid,Mediterranean,Temperate,Arid,Dry,Mild,Rainy,Subtropical,Continental,Four Seasons,Summer,Winter,Spring,Autumn,Sunny,Snowy,Stormy,Windy,Variable"
Turkmenistan,"Arid,Continental,Desert,Dry,Extreme,Hot,Humid,Mild,Moderate,Monsoon,Mountainous,Rainy,Semi-arid,Semi-desert,Semi-humid,Semi-tropical,Subtropical,Temperate,Windy,Variable"
Turks & Caicos Is,"Tropical,Sub-tropical,Warm,Humid,Hot,Sunny,Rainy,Windy,Mild,Dry,Arid,Oceanic,Maritime,Moderate,Temperate,Pleasant,Calm,Breezy,Balmy,Comfortable"
Tuvalu,"Tropical,Hot,Humid,Rainy,Warm,Oceanic,Wet,Subtropical,Mild,Pleasant,Sunny,Windy,Stormy,Constant,Calm,Dry,Variable,Cool,Muggy,Hot Season"
Uganda,"Tropical,Humid,Rainy,Hot,Temperatures,Rainforest,Monsoon,Sunshine,Dry,Wet,Seasons,Equatorial,Cool,Mild,Humidity,Rains,Windy,Cooler,Heat,Variations"
Ukraine,"Humid,Continental,Temperate,Mild,Hot,Cold,Rainy,Snowy,Windy,Stormy,Summers,Winters,Oceanic,Subtropical,Arctic,Mediterranean,Wet,Dry,Extreme,Variable"
United Arab Emirates,"Hot,Humid,Arid,Desert,Sunny,Dry,Rainy,Subtropical,Tropical,Mild,Moderate,Temperatures,Long Summers,Hot Winters,Rainfall,Humidity,Dust Storms,Sandstorms,Sea Breezes,Coastal Areas"
United Kingdom,"Mild,Temperate,Changeable,Rainy,Humid,Windy,Oceanic,Variable,Cool,Showers,Cloudy,Overcast,Drizzly,Foggy,Cold,Sunny,Warm,Summers,Winters,Precipitation"
United States,"Temperature,Humidity,Precipitation,Wind,Storms,Drought,Cold,Heat,Fog,Snow,Rain,Hurricanes,Tornadoes,Blizzards,Arctic Air,Monsoons,Wildfires,Heat Waves,Thunderstorms,El Niño/La Niña"
Uruguay,"Mild,Temperate,Humid,Subtropical,Warm,Oceanic,Four Seasons,Rainy,Hot,Cold,Windy,Dry,Pleasant,Moderate,Sunny,Humid Subtropical,Cool,Variable,Mild Winters,Hot Summers"
Uzbekistan,"Hot,Arid,Semi-arid,Desert,Humid,Continental,Dry,Harsh,Extreme,Subtropical,Temperate,Mild,Snowy,Rainy,Windy,Sunny,Foggy,Cloudy,Stormy,Variable"
Vanuatu,"Tropical,Hot,Humid,Rainy,Wet,Warm,Sunny,Pleasant,Windy,Monsoons,Wet Season,Dry Season,Cyclones,Earthquakes,Hurricanes,Volcanic Activity,Oceanic,Mild,Cool Nights,Sub-Tropical"
Venezuela,"Humid,Tropical,Hot,Rainy,Dry,Temperate,Windy,Wet,Cloudy,Cool,Humidity,High Temperatures,Warm,Rainforest,Mountainous,Arid,Monsoon,Stormy,Coastal,Variable"
Vietnam,"Humid,Tropical,Monsoons,Rainy,Hot,Temperate,Dry,Mild,Subtropical,Wet,Cool,Harsh,Warm,Seasonal,Changeable,Variable,Humid Subtropical,Muggy,Windy,Humid Continental"
Virgin Islands,"Tropical,Humid,Warm,Oceanic,Subtropical,Hot,Rainy,Sunny,Breezy,Arid,Mild,Dry,Humidity,Temperatures,Rainfall,Hurricanes,Thunderstorms,Trade Winds,Monsoons,Ocean Currents"
Wallis and Futuna,"Humid,Tropical,Oceanic,Mild,Wet,Hot,Windy,Rainy,Stormy,10.Cloudy,11.Sunny,12.Humid,13.Temperate,14.Warm,Subtropical,16.Dry,17.Muggy,Continental,Monsoon,Tropical"
West Bank,"Hot,Dry,Mediterranean,Semi-arid,Humid,Summers,Winters,Rainy,Variable,Temperatures,Desert-like,Continental,Highs,Lows,Rainfall,Snowfall,Storms,Foggy,Windy,Mild"
Western Sahara,"Arid,Desert,Hot,Dry,Humid,Extremely Hot,Windy,Low Rainfall,Dusty,High Temperatures,Low Humidity,Sandy,Cool Nights,Coastal Fog,Cool Winters,Unpredictable Weather,Long Summers,High Pressure Systems,Low Pressure Systems,Unstable Climate"
Yemen,"Hot,Dry,Arid,Desert,Humid,Subtropical,Monsoon,Rainy,Windy,Temperatures,Harsh,Coastal,Mountainous,Extreme,Variability,Cyclones,Floods,Drought,Dust storms,Foggy"
Zambia,"Tropical,Humid,Hot,Rainy,Dry,Semiarid,Subtropical,Mild,Temperate,Cool,Monsoonal,Wet,Seasonal,Variable,Cooler,Hotter,Rainfall,Sunshine,Windy,Humidity"
Zimbabwe,"Tropical,Humid,Hot,Subtropical,Monsoonal,Semi-arid,Dry,Rainy,Warm,Mild,Temperatures,Variations,Cool,Cooler,Seasons,Rainfall,Humidity,Windy,Sunshine,Storms"
