country,keywords
Mali,"Rice,Millet,Maize,Fonio,Sorghum,Cowpeas,Peanuts,Yam,Cassava,Plantains,Okra,Tomatoes,Peppers,Onions,Eggplant,Cabbage,Spinach,Carrots,Lettuce,Avocado,Mango,Papaya,Bananas,Oranges,Dates,Pineapple,Coconut,Watermelon,Melon,Guava,Coconut Milk,Cow Milk,Goat Milk,Sheep Milk,Cheese,Butter,Chicken,Beef,Lamb,Fish,Goat,Pork,Duck,Quail,Snails,Eggs,Beans,Lentils,Peas,Chickpeas,Tofu,Peanut Butter,Olives,Rice Flour,Millet Flour,Maize Flour,Fonio Flour,Sorghum Flour,Cassava Flour,Yam Flour,Bread,Couscous,Noodles,Pasta,Spices,Salt,Pepper,Garlic,Ginger,Curry,Cinnamon,Paprika,Cloves,Nutmeg,Honey,Jam,Coffee,Tea,Juice,Wine,Beer,Dates Syrup,Tamarind,Grains,Nuts,Seeds,Herbs,Vegetables,Fruits,Fish Sauce,Soy Sauce,Sesame Sauce,Peanut Sauce,Kola Nuts,Gombo,Fufu,Jollof Rice,Egusi Soup,Mafe,Thiebou Djeun"
Malta,"Pastizzi,Lampuki Pie,Rabbit Stew,Bigilla,Imqaret,Qassatat,Stuffed Calamari,Fenkata,Bragioli,Ravjul,Gozitan Cheeselets,Gbejna,Kapunata,Gagghiotta,Kwarezimal,Stuffat Tal-Fenek,Torta Tal-Lampuki,Timpana,Qaghaq Ta'L-Ghasel,Kannoli,Aljotta,Stuffed Pasta Shells,Stuffat Tal-Qarnit,Pastizzi Tal-Qastan,Stuffed Mussels,Gbejniet,Gbejniet Tal-Forn,Qaghaq Tal-Ghasel,Gbejna Tal-Forn,Qaghaq Ta'L-Ghasel,Ftira,Imqaret Tal-Harrub,Stuffat Tal-Hut,Stuffat Tal-Qarnit,Stuffat Tal-Harrub,Qarabaghli,Bigilla Tal-Forn,Stuffat Tal-Girba,Stuffat Tal-Hobz,Stuffat Tal-Girba Biz-Zalzett,Stuffat Tal-Forn,Stuffat Tal-Hobz Biz-Zalzett,Stuffat Tal-Girba Biz-Zalzett,Stuffat Tal-Qastan,Stuffat Tal-Forn Biz-Zalzett,Stuffat Tal-Hobz,Stuffat Tal-Harrub Biz-Zalzett,Stuffat Tal-Qarnit Biz-Zalzett,Qassatat Tal-Forn,Ftira Tal-Forn,Bigilla Tal-Harrub,Bigilla Tal-Qastan,Bigilla Tal-Qarnit,Bigilla Tal-Hobz,Bigilla Tal-Harrub,Qassatat Tal-Hut,Qassatat Tal-Harrub,Qassatat Tal-Qarnit,Qassatat Tal-Hobz,Qassatat Tal-Girba,Qassatat Tal-Girba Biz-Zalzett,Qassatat Tal-Hobz Biz-Zalzett,Qassatat Tal-Harrub Biz-Zalzett,Qassatat Tal-Qastan,Qassatat Tal-Forn Biz-Zalzett,Imqaret Tal-Forn,Imqaret Tal-Qastan,Imqaret Tal-Qarnit,Imqaret Tal-Hobz,Imqaret Tal-Girba,Imqaret Tal-Girba Biz-Zalzett,Imqaret Tal-Hobz Biz-Zalzett,Imqaret Tal-Harrub Biz-Zalzett,Imqaret Tal-Forn Biz-Zalzett,Kannoli Tal-Forn,Kannoli Tal-Qastan,Kannoli Tal-Qarnit,Kannoli Tal-Hobz,Kannoli Tal-Girba,Kannoli Tal-Girba Biz-Zalzett,Kannoli Tal-Hobz Biz-Zalzett,Kannoli Tal-Harrub Biz-Zalzett,Kannoli Tal-Forn Biz-Zalzett,Ravjul Tal-Forn,Ravjul Tal-Qastan,Ravjul Tal-Qarnit,Ravjul Tal-Hobz,Ravjul Tal-Girba,Ravjul Tal-Girba Biz-Zalzett,Ravjul Tal-Hobz Biz-Zalzett,Ravjul Tal-Harrub Biz-Zalzett,Ravjul Tal-Forn Biz-Zalzett,Aljotta Tal-Forn,Aljotta Tal-Qastan,Aljotta Tal-Qarnit,Aljotta Tal-Hobz,Aljotta Tal-Girba,Aljotta Tal-Girba Biz-Zalzett,Aljotta Tal-Hobz Biz-Zalzett,Aljotta Tal-Harrub Biz-Zalzett"
Marshall Islands,"Coconut,Fish,Breadfruit,Taro,Octopus,Lobster,Seaweed,Crab,Banana,Papaya,Yam,Jackfruit,Squash,Sweet Potato,Rice,Pork,Chicken,Beef,Goat,Duck,Mutton,Turtle,Coconut Milk,Coconut Water,Coconut Oil,Coconut Cream,Coconut Flour,Fish Sauce,Shrimp,Mussels,Clams,Oysters,Conch,Sea Urchin,Caviar,Fish Roe,Abalone,Scallops,Squid,Crabs,Prawns,Octopus,Cuttlefish,Mackerel,Tuna,Wahoo,Mahi-mahi,Marlin,Sailfish,Shark,Flying Fish,Grouper,Snapper,Mullet,Barracuda,Milkfish,Tilapia,Tofu,Tempeh,Seaweed Salad,Poi,Fermented Breadfruit,Fermented Taro,Fermented Coconut,Fermented Fish,Sashimi,Sushi,Poke,Seaweed Wraps,Ceviche,Papaya Smoothie,Coconut Smoothie,Taro Smoothie,Yam Porridge,Coconut Porridge,Breadfruit Porridge,Coconut Rice,Taro Fritters,Yam Fritters,Banana Fritters,Coconut Fritters,Breadfruit Fritters,Coconut Cake,Coconut Pudding,Taro Pudding,Yam Pudding,Coconut Candy,Taro Chips,Yam Chips,Coconut Chips,Breadfruit Chips,Coconut Bread,Taro Bread,Yam Bread,Breadfruit Bread,Coconut Jam,Taro Jam,Yam Jam,Breadfruit Jam,Coconut Cookies"
Martinique,"Creole Cuisine,Accras,Colombo,Bouillon,Lambi,Boudin,Gratin,Bakes,Accras de Morue,Diri Kole,Boudin Créole,Boudin Noir,Plantains,Biscuits,Pain de Mais,Rougail,Bouillon d'Ail,Poulet Boucané,Boudin Blanc,Poulet Colombo,Colombo de Poulet,Boudin Colombo,Colombo de Poisson,Boudin de Poisson,Riz et Pois,Boudin de Riz,Boudin de Banane,Boudin de Manioc,Boudin de Banane Plantain,Boudin de Poulet,Boudin de Légumes,Boudin de Porc,Boudin de Fruits de Mer,Fricassée de Poulet,Fricassée de Poisson,Fricassée de Porc,Fricassée de Légumes,Fricassée de Fruits de Mer,Gratin de Poulet,Gratin de Poisson,Gratin de Légumes,Gratin de Fruits de Mer,Fritures,Fritters,Accras de Poisson,Accras de Poulet,Accras de Légumes,Accras de Fruits de Mer,Fritay,Bouillon de Poisson,Bouillon de Poulet,Bouillon de Légumes,Bouillon de Fruits de Mer,Gratin de Banane,Gratin de Manioc,Gratin de Banane Plantain,Gratin de Poulet Colombo,Gratin de Poisson Colombo,Gratin de Riz et Pois,Gratin de Boudin,Gratin de Boudin Noir,Gratin de Boudin Blanc,Gratin de Boudin Créole,Gratin de Boudin de Poisson,Gratin de Boudin de Riz,Gratin de Boudin de Banane,Gratin de Boudin de Manioc,Gratin de Boudin de Banane Plantain,Gratin de Boudin de Poulet,Gratin de Boudin de Légumes,Gratin de Boudin de Fruits de Mer,Fricassée de Banane,Fricassée de Manioc,Fricassée de Banane Plantain,Fricassée de Poulet Colombo,Fricassée de Poisson Colombo,Fricassée de Riz et Pois,Fricassée de Boudin,Fricassée de Boudin Noir,Fricassée de Boudin Blanc,Fricassée de Boudin Créole,Fricassée de Boudin de Poisson,Fricassée de Boudin de Riz,Fricassée de Boudin de Banane,Fricassée de Boudin de Manioc,Fricassée de Boudin de Banane Plantain,Fricassée de Boudin de Poulet,Fricassée de Boudin de Légumes,Fricassée de Boudin de Fruits de Mer,Soupes,Bouillabaisse,Bouillon de Poulet aux Légumes,Bouillon de Poisson aux Légumes,Bouillon de Porc aux Légumes,Bouillon de Fruits de Mer aux Légumes,Salade de Poisson,Salade de Poulet,Salade de Légumes,Salade de Fruits de Mer,Pâtés"
Mauritania,"Couscous,Rice,Fish,Stews,Millet,Injera,Fruits,Vegetables,Spices,Dates,Bread,Yogurt,Lamb,Beef,Chicken,Goat,Milk,Cheese,Harira,Maafe,Makhlama,Mechoui,Thieboudienne,Tagine,Pastilla,Salads,Soups,Omelettes,Cassava,Sorghum,Baobab,Bananas,Mango,Papaya,Oranges,Lemons,Pomegranate,Watermelon,Olives,Peanuts,Almonds,Walnuts,Pistachios,Sesame Seeds,Honey,Tea,Coffee,Beer,Wine,Mint,Ginger,Saffron,Cinnamon,Nutmeg,Cardamom,Coriander,Fenugreek,Paprika,Turmeric,Chili Powder,Caraway,Cumin,Fenugreek,Fufu,Gumbo,Jollof Rice,Bissap Juice,Tamarind Juice,Mango Juice,Banana Juice,Orange Juice,Papaya Juice,Pineapple Juice,Coconut Juice,Guava Juice,Avocado Juice,Sorrel Juice,Hibiscus Juice,Tamarind Sauce,Peanut Sauce,Harissa Sauce,Mango Chutney,Pickled Vegetables,Pickled Fruits,Sausages,Kebabs,Samosas,Spring Rolls,Falafel,Fried Plantains,Msemen,Baghrir,Msemen with Cheese,Msemen with Honey,Msemen with Jam,Msemen with Butter,Msemen with Dates,Bajiya,Gajak,Makroudh"
Mauritius,"Curried dishes,Rice,Seafood,Roti,Dholl puri,Alouda,Gato pima,Biryani,Fried noodles,Fried rice,Fried plantains,Fried cassava,Fried fish,Fried chicken,Samosas,Vindaye,Rougaille,Chutney,Achar,Salad,Soup,Curry,Pickles,Achard de legumes,Chilli bites,Chilli garlic,Pickled mango,Pickled vegetables,Daube,Bouillon,Gateau piment,Farata,Dholl puri,Gateau arouille,Gateau patate,Gajak,Biscuit rose,Gateau coco,Gateau banane,Dholl puri,Gajak,Biscuit rose,Gateau coco,Gateau banane,Gato pima,Bouillon,Farata,Gateau arouille,Gateau patate,Chili bites,Chili garlic,Pickled mango,Pickled vegetables,Daube,Bouillon,Gateau piment,Farata,Dholl puri,Gateau arouille,Gateau patate,Gajak,Biscuit rose,Gateau coco,Gateau banane,Fried noodles,Fried rice,Fried plantains,Fried cassava,Fried fish,Fried chicken,Samosas,Vindaye,Rougaille,Chutney,Achar,Salad,Soup,Curry,Pickles,Achard de legumes,Chilli bites,Chilli garlic,Pickled mango,Pickled vegetables,Daube,Bouillon,Gateau piment,Farata,Dholl puri,Gateau arouille,Gateau patate,Gajak,Biscuit rose,Gateau coco,Gateau banane,Gato pima,Bouillon,Farata,Gateau arouille,Gateau patate"
Mayotte,"Rice,Cassava,Plantains,Fish,Chicken,Beef,Mutton,Goat,Pork,Coconut,Bananas,Mangoes,Papayas,Oranges,Lemons,Limes,Pineapples,Tomatoes,Onions,Garlic,Potatoes,Sweet potatoes,Yams,Okra,Spinach,Carrots,Cabbage,Peas,Beans,Corn,Dates,Figs,Avocados,Peppers,Eggplant,Olives,Apples,Pears,Plums,Apricots,Guava,Cashews,Cashew nuts,Almonds,Walnuts,Macadamia nuts,Hazelnuts,Pistachios,Sesame seeds,Sunflower seeds,Watermelons,Melons,Grapes,Strawberries,Raspberries,Blueberries,Lychees,Breadfruit,Taro,Cassava leaves,Baobab leaves,Curry,Samosas,Chapatis,Roti,Naan,Biryani,Pilau,Kebabs,Soups,Stews,Salads,Sauces,Pickles,Chutneys,Jams,Jellies,Syrups,Yoghurt,Cheese,Ice cream,Doughnuts,Cakes,Pies,Puddings,Breads,Biscuits,Cookies,Crackers,Wafers,Popcorn,Noodles,Pasta,Dumplings,Fritters,Fried plantains,Spicy sausages,Fried fish,Fresh fruit juices,Coconut milk"
Mexico,"Tacos,Burritos,Enchiladas,Tamales,Quesadillas,Tortas,Fajitas,Nachos,Chilaquiles,Sopes,Chalupas,Pozole,Menudo,Pambazo,Mole,Arroz con Pollo,Empanadas,Huaraches,Tostadas,Flautas,Chiles Rellenos,Cochinita Pibil,Elote,Carne Asada,Barbacoa,Huevos Rancheros,Carnitas,Albondigas,Sopa de Lima,Chiles en Nogada,Pan de Elote,Chicharron,Churros,Buñuelos,Churipo,Sopa de Frijol,Sopa de Tortilla,Caldo de Res,Guacamole,Pico de Gallo,Salsa Verde,Salsa Roja,Queso Fundido,Crema de Elote,Choriqueso,Refried Beans,Frijoles Charros,Frijoles de Olla,Arroz a la Mexicana,Arroz con Leche,Tortilla Soup,Caldo de Pollo,Guisado de Puerco,Bistec a la Mexicana,Enfrijoladas,Chiles Toreados,Sopa de Albondigas,Chiles Rellenos de Queso,Pan de Muerto,Tamal de Elote,Chorizo con Huevos,Chiles en Vinagre,Tostadas de Tinga,Chalupas de Camarón,Enfrijoladas de Camarón,Gazpacho Mexicano,Chicharrón de Pollo,Ceviche,Pescado Frito,Pescado a la Veracruzana,Camarones a la Diabla,Coctel de Camarón,Aguachile,Frijoles Charros con Camarón,Huachinango a la Veracruzana,Tacos de Pescado,Elote Asado,Esquites,Sopa de Mariscos,Chiles Rellenos de Camarón,Tostadas de Camarón,Chiles en Nogada de Camarón,Chiles Rellenos de Pescado,Ceviche de Camarón,Pescado a la Veracruzana con Camarón,Pescado Empanizado,Pescado al Mojo de Ajo,Pulpo a la Veracruzana,Chilpachole de Mariscos,Aguachile de Camarón,Pescado al Pastor,Huachinango al Mojo de Ajo,Pescado a la Talla,Pescado al Vapor,Caldo de Mariscos,Sopa de Pescado,Pescado al Horno,Pescado Sarandeado,Arroz con Mariscos,Camarones a la Plancha"
Micronesia,"Sashimi,Tuna,Fish,Rice,Coconut,Breadfruit,Taro,Yams,Bananas,Mangoes,Papayas,Pineapples,Sweet Potatoes,Plantains,Cassava,Taros,Breadfruit,Coconut Milk,Squash,Avocado,Spinach,Tomatoes,Lettuce,Cucumbers,Okra,Eggplant,Corn,Beans,Tofu,Tempeh,Seaweed,Fish Sauce,Pork,Chicken,Beef,Clams,Oysters,Mussels,Octopus,Squid,Crabs,Shrimp,Lobster,Snapper,Grouper,Mackerel,Mahi Mahi,Sushi,Sashimi,Tempura,Teriyaki,Poke,Grilled Fish,Ceviche,Poi,Fermented Taro,Fermented Breadfruit,Fermented Coconut,Pickled Vegetables,Coconut Cream,Coconut Water,Coconut Oil,Coconut Flour,Coconut Candy,Coconut Milk,Coconut Shavings,Coconut Jelly,Coconut Jam,Coconut Sugar,Coconut Juice,Taro Chips,Taro Bread,Taro Pancakes,Taro Soup,Taro Porridge,Taro Fritters,Taro Pudding,Taro Cake,Taro Ice Cream,Breadfruit Chips,Breadfruit Curry,Breadfruit Stew,Breadfruit Pie,Breadfruit Fritters,Breadfruit Pancakes,Breadfruit Soup,Breadfruit Porridge,Breadfruit Pudding,Breadfruit Cake,Breadfruit Ice Cream,Kava,Beer,Wine,Juice,Tea,Coffee,Chocolate,Ice Cream,Fruit Salad,Smoothies"
Moldova,"Mamaliga,Sarmale,Placinte,Zeama,Ghiveci,Ciorb\u0103,Mititei,Salat\u0103 de vinete,Salat\u0103 de boeuf,Salat\u0103 de icre,Salat\u0103 de pui,Salat\u0103 de ou\u0103,Salat\u0103 de varz\u0103,Salat\u0103 de legume,Ardei umplu\u021bi,Bors de peri\u0219oare,Bulz,Cârna\u021bi,Chiftele,Cozonac,Friptur\u0103,M\u0103m\u0103ligu\u021b\u0103 cu brânz\u0103,M\u0103m\u0103ligu\u021b\u0103 cu smântân\u0103,Pl\u0103cint\u0103 cu brânz\u0103,Pl\u0103cint\u0103 cu carne,Pl\u0103cint\u0103 cu dovleac,Pl\u0103cint\u0103 cu varz\u0103,Pl\u0103cint\u0103 cu mere,Pl\u0103cint\u0103 cu brânz\u0103 \u0219i stafide,Pl\u0103cint\u0103 cu brânz\u0103 \u0219i ciuperci,Pl\u0103cint\u0103 cu brânz\u0103 \u0219i spanac,Pl\u0103cint\u0103 cu brânz\u0103 \u0219i ciuperci \u0219i stafide,Pl\u0103cint\u0103 cu brânz\u0103 \u0219i ciuperci \u0219i spanac,Pl\u0103cint\u0103 cu carne \u0219i ciuperci,Pl\u0103cint\u0103 cu carne \u0219i stafide,Pl\u0103cint\u0103 cu carne \u0219i spanac,Pl\u0103cint\u0103 cu dovleac \u0219i brânz\u0103,Pl\u0103cint\u0103 cu dovleac \u0219i stafide,Pl\u0103cint\u0103 cu dovleac \u0219i ciuperci,Pl\u0103cint\u0103 cu dovleac \u0219i spanac,Pl\u0103cint\u0103 cu varz\u0103 \u0219i brânz\u0103,Pl\u0103cint\u0103 cu varz\u0103 \u0219i stafide,Pl\u0103cint\u0103 cu varz\u0103 \u0219i ciuperci,Pl\u0103cint\u0103 cu varz\u0103 \u0219i spanac,Pl\u0103cint\u0103 cu mere \u0219i brânz\u0103,Pl\u0103cint\u0103 cu mere \u0219i stafide,Pl\u0103cint\u0103 cu mere \u0219i ciuperci,Pl\u0103cint\u0103 cu mere \u0219i spanac,Pâine pr\u0103jit\u0103,Pâine cu brânz\u0103,Pâine cu carne,Pâine cu dovleac,Pâine cu varz\u0103,Pâine cu mere,Pilaf,Piftie,Pui la gr\u0103tar,Rulad\u0103 de porc,Rulad\u0103 de pui,Salat\u0103 de boeuf,Salat\u0103 de icre,Salat\u0103 de ou\u0103,Salat\u0103 de pui,Salat\u0103 de vinete,Salat\u0103 de legume,Sarmale,Sup\u0103 de pui,Sup\u0103 de legume,Tochitur\u0103,Toc\u0103ni\u021b\u0103,\u021auic\u0103,Vinete umplute,Zacusc\u0103,Ap\u0103 mineral\u0103,Brânz\u0103 de burduf,Brânz\u0103 de vaci,Brânz\u0103 topit\u0103,Ca\u0219caval,Cascaval pane,Cascaval afumat,Cascaval presat,Cascaval cu mucegai,Cascaval proasp\u0103t,Cascaval de burduf,Cascaval de oaie,Cascaval de capr\u0103,Cascaval de bivol,Cascaval de iepure,Cascaval de miel,Cascaval de porc,Iahnie,M\u0103m\u0103lig\u0103,M\u0103m\u0103ligu\u021b\u0103 cu brânz\u0103,M\u0103m\u0103ligu\u021b\u0103 cu smântân\u0103,Mur\u0103turi,Mur\u0103turi asortate,Mur\u0103turi de varz\u0103,Mur\u0103turi de gogo\u0219ari,Mur\u0103turi de ardei,Mur\u0103turi de vinete"
Monaco,"Seafood,Bouillabaisse,Salade Niçoise,Socca,Barbagiuan,Fougasse,Ratatouille,Pissaladière,Daube de boeuf,Daube provençale,Poulet à la crème,Farcis nicois,Tourte de blettes,Caillette,Anchoiade,Fondue,Pieds paquets,Pâté de canard,Oreillettes,Soupe au Pistou,Salade de fruits,Crêpes Suzette,Salade de fruits de mer,Salade de pommes de terre,Salade de chèvre chaud,Salade de fenouil,Salade de betteraves,Salade de tomates,Salade de légumes,Salade d'artichauts,Salade de concombre,Salade de pâtes,Salade de riz,Salade de quinoa,Salade de lentilles,Salade de chou-fleur,Salade de choucroute,Salade de haricots verts,Salade de poivrons,Salade de betteraves rouges,Salade de carottes,Salade de chou-fleur rôti,Salade de pommes de terre aux herbes,Salade de pois chiches,Salade de quinoa aux légumes,Salade de riz au thon,Salade de poulet,Salade de thon,Salade de saumon,Salade de crevettes,Salade de crabe,Salade de maquereau,Salade de sardines,Salade de calamars,Salade de moules,Salade de crevettes aux herbes,Salade de pommes de terre au thon,Salade de poulet à l'ail,Salade de poulet aux olives,Salade de poulet aux noix,Salade de poulet aux tomates,Salade de poulet aux légumes,Salade de poulet au curry,Salade de poulet aux herbes,Salade de poulet aux noisettes,Salade de poulet aux poivrons,Salade de poulet au fromage,Salade de poulet aux champignons,Salade de poulet aux amandes,Salade de poulet au céleri,Salade de thon aux oignons,Salade de thon aux poivrons,Salade de thon aux tomates,Salade de thon aux olives,Salade de thon aux herbes,Salade de thon aux noix,Salade de thon à la feta,Salade de thon aux pois chiches,Salade de thon au fromage,Salade de thon aux légumes,Salade de crevettes aux oignons,Salade de crevettes aux poivrons,Salade de crevettes aux tomates,Salade de crevettes aux olives,Salade de crevettes aux herbes,Salade de crevettes aux noix,Salade de crevettes à la feta,Salade de crevettes aux pois chiches,Salade de crevettes au fromage,Salade de crevettes aux légumes,Salade de crabe aux oignons,Salade de crabe aux poivrons,Salade de crabe aux tomates,Salade de crabe aux olives,Salade de crabe aux herbes,Salade de crabe aux noix,Salade de crabe à la feta,Salade de crabe aux pois chiches,Salade de crabe au fromage,Salade de crabe aux légumes"
Mongolia,"Buuz,Khuushuur,Tsuivan,Boodog,Khorkhog,Khashlama,Khuushuur,Borts,Khavts,Kebab,Boortsog,Aaruul,Talkhan,Airag,Kvass,Guriltai Shul,Khorimog,Khas,Gudag,Khuushuur,Khuushuur,Khuushuur,Buuz,Khorkhog,Buuz,Khuushuur,Khuushuur,Buuz,Khuushuur,Tsuivan,Boodog,Khashlama,Khuushuur,Borts,Khavts,Kebab,Boortsog,Aaruul,Talkhan,Airag,Kvass,Guriltai Shul,Khorimog,Khas,Gudag,Khuushuur,Khuushuur,Khuushuur,Buuz,Khorkhog,Buuz,Khuushuur,Khuushuur,Buuz,Khuushuur,Tsuivan,Boodog,Khashlama,Khuushuur,Borts,Khavts,Kebab,Boortsog,Aaruul,Talkhan,Airag,Kvass,Guriltai Shul,Khorimog,Khas,Gudag,Khuushuur,Khuushuur,Khuushuur,Buuz,Khorkhog,Buuz,Khuushuur,Khuushuur,Buuz,Khuushuur,Tsuivan,Boodog,Khashlama,Khuushuur,Borts,Khavts,Kebab,Boortsog,Aaruul,Talkhan,Airag,Kvass,Guriltai Shul,Khorimog,Khas,Gudag,Khuushuur,Khuushuur,Khuushuur"
Montserrat,"Tapas,Seafood,Paella,Calamari,Churros,Gazpacho,Tortilla,Jamón,Croquettes,Empanadas,Patatas Bravas,Fideuà,Crema Catalana,Butifarra,Escalivada,Coca de Trampó,Escudella,Escalivada,Fricandó,Porrusalda,Mar i Muntanya,Suquet de Peix,Coca de Ceba,Faves a la Catalana,Crema de Castanyes,Arròs Negre,Arròs a la Cassola,Arròs a la Cubana,Arròs amb Fesols i Naps,Arròs amb Costra,Arròs amb Botifarra,Arròs amb Llamàntol,Arròs amb Peix,Arròs amb Verduras,Arròs amb Sípia,Arròs amb Pollastre,Arròs amb Costella,Arròs amb Pollastre i Verduras,Arròs amb Sípia i Verduras,Arròs amb Costelles de Porc,Arròs amb Gambes,Arròs amb Truita,Arròs amb Allioli,Arròs amb Truita i Allioli,Arròs amb Gambes i Verduras,Arròs amb Ceps,Arròs amb Bolets,Arròs amb Truita i Ceps,Arròs amb Truita i Bolets,Arròs amb Verduras i Allioli,Arròs amb Verduras i Bolets,Arròs amb Verduras i Ceps,Arròs amb Pollastre i Bolets,Arròs amb Pollastre i Ceps,Arròs amb Pollastre i Allioli,Arròs amb Pollastre i Verduras,Arròs amb Costella i Bolets,Arròs amb Costella i Ceps,Arròs amb Costella i Allioli,Arròs amb Costella i Verduras,Arròs amb Llagostins,Arròs amb Gambes i Bolets,Arròs amb Gambes i Ceps,Arròs amb Gambes i Allioli,Arròs amb Gambes i Verduras,Arròs amb Peix i Bolets,Arròs amb Peix i Ceps,Arròs amb Peix i Allioli,Arròs amb Peix i Verduras,Arròs a la Marinera,Arròs amb Musclos,Arròs amb Truita i Musclos,Arròs amb Pollastre i Musclos,Arròs amb Costella i Musclos,Arròs amb Gambes i Musclos,Arròs amb Peix i Musclos,Arròs amb Langostinos i Musclos,Escalivada de Peix,Escalivada de Verduras,Escalivada de Gambes,Escalivada de Pollastre,Escalivada de Costelles,Escalivada de Llagostins,Escalivada de Musclos,Escalivada de Truita,Escalivada de Bolets,Escalivada de Ceps,Escalivada de Allioli,Escalivada de Verduras i Allioli,Escalivada de Bolets i Allioli,Escalivada de Ceps i Allioli,Escalivada de Pollastre i Allioli,Escalivada de Costelles i Allioli,Escalivada de Gambes i Allioli,Escalivada de Peix i Allioli,Escalivada de Llagostins i Allioli,Escalivada de Musclos i Allioli,Escalivada de Truita i Allioli,Escalivada de Bolets i Ceps,Escalivada de Pollastre i Verduras"
Morocco,"Couscous,Tajine,Harira,Kebab,Mechoui,B'stella,Pastilla,Shawarma,Maakouda,Msemen,Baghrir,Berber Pizza,Briouat,Khobz,Zaalouk,Chorba,Batbout,Kaab el Ghazal,Brik,Mqualli,Ktayef,Mhancha,Tagine,Mechoui,Salade Marocaine,Soupes,Bissara,Mloukhia,Mrouzia,Gsaa,Kessra,Kebda,Zait,Harira,Bstilla,Kofta,Tagines,Marqa,Tanjia,Makouda,Bred,Chtitha,Zaalouk,Mrouzia,Salade Rfissa,Chakhchoukha,Mechouia,Rfissa,Kebab,Tajines,Chorba,Tanjia Marraquech,Zait,Harira,Bred,Bsara,Kebda,Mqualli,Mhancha,Brik,Baghrir,Berber Pizza,Briouat,Khobz,Maakouda,Msemen,Ktayef,Batbout,Kaab el Ghazal,Mloukhia,Pastilla,Shawarma,Chtitha,Gsaa,Kessra,Kofta,Marqa,Salade Marocaine,Soupes,Mrouzia,Salade Rfissa,Chakhchoukha,Mechouia,Lham Lahlou,Msemen,Baghrir,Berber Pizza,Briouat,Khobz,Zaalouk,Chorba,Batbout,Kaab el Ghazal,Mloukhia,Mrouzia,Gsaa,Kessra,Kebda,Zait,Harira"
Mozambique,"Piri-piri chicken,Matapa,Xima,Pao,Papaya,Coconut,Cachupa,Cassava,Prawns,Rice,Maize,Sausages,Grilled Fish,Chambo,Pudding,Breadfruit,Papaya Salad,Prego Steak,Fried Plantains,Coconut Milk,Roasted Peanuts,Coconut Curry,Coconut Shrimp,Prawns Piri-Piri,Stewed Beef,Fried Calamari,Grilled Prawns,Banana Fritters,Fish Cakes,Grilled Lobster,Cashew Chicken,Seafood Soup,Chicken Piri-Piri,Coconut Pudding,Coconut Rice,Spicy Rice,Coconut Bread,Grilled Pork,Seafood Stew,Fish Stew,Coconut Bread Pudding,Coconut Milk Rice,Fried Rice,Coconut Milk Porridge,Fried Plantain Chips,Grilled Fish with Coconut Sauce,Grilled Octopus,Coconut Shrimp Curry,Grilled Squid,Grilled Chicken,Coconut Chicken,Grilled Tuna,Coconut Fish,Spicy Fish Stew,Grilled Shrimp,Coconut Rice Balls,Coconut Curry Rice,Coconut Milk Soup,Grilled Mackerel,Coconut Milk Stew,Coconut Fish Curry,Coconut Fish Stew,Squid in Coconut Milk,Coconut Crab,Coconut Shrimp Soup,Grilled Sardines,Fried Coconut Fish,Coconut Fish Cakes,Coconut Mussels,Coconut Clams,Coconut Shrimp Fritters,Coconut Crab Curry,Coconut Shrimp Salad,Coconut Mussel Soup,Grilled Lobster with Coconut Sauce,Coconut Clam Soup,Coconut Chicken Curry,Coconut Chicken Stew,Coconut Fish Soup,Coconut Prawns,Coconut Prawn Curry,Coconut Prawn Soup,Coconut Prawn Salad,Coconut Rice and Beans,Coconut Rice Pudding,Coconut Rice Balls with Coconut Sauce,Coconut Rice and Vegetables,Coconut Rice with Coconut Milk,Coconut Rice with Coconut Shrimp,Coconut Rice with Coconut Fish,Coconut Rice with Coconut Prawns,Coconut Rice with Coconut Crab,Coconut Rice with Coconut Mussels,Coconut Rice with Coconut Clams,Coconut Rice with Coconut Chicken,Coconut Rice with Coconut Pork,Coconut Rice with Coconut Beef,Coconut Rice with Coconut Lamb,Coconut Rice with Coconut Vegetables,Coconut Rice with Coconut Fruit"
