country,keywords
Liberia,"Mangroves,Baobab Trees,Rubber Trees,Palms,Coffee Trees,Coconut Trees,Cashew Trees,Oil Palms,Bamboo,Teak Trees,Acacia Trees,Ironwood Trees,Ebony Trees,Mahogany Trees,Cedar Trees,Fire Trees,Rosewood Trees,Fig Trees,Casuarina Trees,Tamarind Trees,Neem Trees,Eucalyptus Trees,Guava Trees,Breadfruit Trees,Papaya Trees,Banana Trees,Mango Trees,Citrus Trees,Avocado Trees,Pine Trees,Oak Trees,Lignum Vitae Trees,Wild Olive Trees,Wild Date Trees,Wild Coffee Trees,Wild Tea Trees,Wild Cocoa Trees,Wild Citrus Trees,Wild Mango Trees,Wild Papaya Trees,Wild Banana Trees,Wild Cashew Trees,Wild Rubber Trees,Wild Cotton Trees,Wild Indigo Trees,Wild Castor Trees,Wild Sisal Trees,Wild Tobacco Trees,Wild Jatropha Trees,Wild Pepper Trees,Wild Sugar Cane,Wild Rice,Wild Millet,Wild Sorghum,Wild Yam,Wild Cassava,Wild Okra,Wild Bitter Melon,Wild Groundnut,Wild Cowpea,Wild Soybean,Wild Bambara Nut,Wild White Yam,Wild Sweet Potato,Wild Guinea Yam,Wild Taro,Wild Bitter Yam,Wild African Yam,Wild Elephant Grass,Wild Guinea Grass,Wild Fonio,Wild Guinea Corn,Wild Rice Bean,Wild Jute,Wild Flax,Wild Sesame,Wild Cotton,Wild Hemp,Wild Sunflower,Wild Sorghum Bicolor,Wild Amaranth,Wild Millet,Wild Peanut,Wild Sorghum,Wild Bambara Groundnut,Wild Cowpea,Wild Soybean,Wild Rice Bean,Wild Lablab Bean,Wild Moringa,Wild Castor Oil Plant,Wild Cotton,Wild Jute,Wild Flax,Wild Sesame,Wild Sunflower,Wild Sorghum Bicolor,Wild Amaranth,Wild Millet,Wild Peanut"
Libya,"Date Palm,Olive,Juniper,Cypress,Thyme,Sage,Tamarisk,Wormwood,Lavender,Rosemary,Tumbleweed,Sea Daffodil,Sea Lavender,Sea Purslane,Sea Rocket,Salicornia,Salsola,Sarcopoterium,Tamarix,Ziziphus,Acacia,Alhagi,Artemisia,Atriplex,Calligonum,Cassia,Cenchrus,Capparis,Ceratonia,Corchorus,Cressa,Deverra,Eryngium,Euphorbia,Fagonia,Ficus,Halocnemum,Helianthemum,Helichrysum,Hyoscyamus,Lycium,Medicago,Mentha,Nerium,Ochradenus,Panicum,Peganum,Phagnalon,Pistacia,Polygonum,Prosopis,Rhus,Rumex,Salvia,Scutellaria,Senna,Solanum,Stipagrostis,Tamarix,Trigonella,Verbascum,Vitex,Zygophyllum,Astragalus,Atriplex,Calotropis,Camphorosma,Cenchrus,Cressa,Euphorbia,Halocnemum,Helichrysum,Heliotropium,Hyoscyamus,Lycium,Malva,Medicago,Mentha,Nigella,Ochradenus,Panicum,Peganum,Phagnalon,Pistacia,Polygonum,Prosopis,Rhus,Rumex,Salvia,Scutellaria,Senna,Solanum,Stipagrostis,Tamarix,Trigonella,Verbascum,Vitex,Zygophyllum,Ziziphus,Acacia"
Liechtenstein,"Alpine grasses,Alpine trees,Alpine shrubs,Alpine flowers,Alpine herbs,Alpine moss,Alpine ferns,Alpine sedges,Alpine rushes,Alpine heaths,Alpine asters,Alpine cinquefoils,Alpine clovers,Alpine buckthorns,Alpine willows,Alpine cranesbills,Alpine sorrels,Alpine bellflowers,Alpine gentians,Alpine saxifrages,Alpine violets,Alpine rhododendrons,Alpine primroses,Alpine daisies,Alpine poppies,Alpine buttercups,Alpine carnations,Alpine gentianella,Alpine heathers,Alpine meadowsweets,Alpine saxifrages,Alpine vetches,Alpine scabious,Alpine thistles,Alpine knapweeds,Alpine hawkweeds,Alpine harebells,Alpine ragworts,Alpine cottongrasses,Alpine bluegrasses,Alpine sedges,Alpine horsetails,Alpine birches,Alpine pines,Alpine spruces,Alpine larch,Alpine larches,Alpine firs,Alpine junipers,Alpine yews,Alpine alders,Alpine rowans,Alpine aspens,Alpine oaks,Alpine willows,Alpine beeches,Alpine hazels,Alpine elms,Alpine brambles,Alpine honeysuckles,Alpine ivy,Alpine hawthorns,Alpine sloes,Alpine cherries,Alpine apples,Alpine plums,Alpine pears,Alpine wild strawberries,Alpine raspberries,Alpine blackberries,Alpine blueberries,Alpine cranberries,Alpine currants,Alpine serviceberries,Alpine wild roses,Alpine honeysuckles,Alpine clematis,Alpine vinca,Alpine lilies,Alpine orchids,Alpine anemones,Alpine columbines,Alpine buttercups,Alpine daisies,Alpine poppies,Alpine dandelions,Alpine plantains,Alpine thistles,Alpine knapweeds,Alpine hawkweeds,Alpine harebells,Alpine ragworts,Alpine yarrows,Alpine sedges,Alpine rushes,Alpine horsetails,Alpine fescues,Alpine bents,Alpine bromes,Alpine poa"
Lithuania,"Birch,Alder,Oak,Pine,Spruce,Aspen,Maple,Willow,Ash,Hazel,Linden,Elm,Hornbeam,Juniper,Sea-buckthorn,Honeysuckle,Silver Birch,Common Yew,Common Juniper,Grey Alder,Whitebeam,White Poplar,Scots Pine,Norway Spruce,Common Beech,Common Hornbeam,Small-leaved Lime,European Larch,Field Maple,Grey Willow,White Willow,Black Alder,Grey Poplar,European White Elm,Downy Birch,Goat Willow,Bird Cherry,Common Alder,Common Ash,Common Hazel,Common Whitebeam,Field Elm,Great Willow,Large-leaved Lime,Whitebeam,Wych Elm,Black Poplar,Common Buckthorn,Grey Willow,Wych Hazel,Blackthorn,Common Honeysuckle,Common Oak,Downy Willow,European Ash,European Beech,European Hornbeam,European Whitebeam,Field Maple,Grey Alder,Grey Poplar,Hazel,Large-leaved Lime,Norway Maple,Oak,Pedunculate Oak,Silver Birch,Sessile Oak,Small-leaved Lime,White Poplar,Whitebeam,Wild Cherry,Wild Service Tree,Wych Elm,Bird Cherry,Common Buckthorn,Common Hawthorn,Common Juniper,Common Yew,Downy Birch,European Larch,Goat Willow,Grey Willow,Hazel,Large-leaved Lime,Norway Spruce,Pedunculate Oak,Scots Pine,Silver Birch,Sessile Oak,White Willow,Wild Service Tree,Wych Hazel,Black Alder,Blackthorn,Common Alder,Common Ash,Common Honeysuckle,Downy Willow,European White Elm"
Luxembourg,"Trees: Oak, Birch, Pine, Spruce, Beech, Maple, Ash, Linden, Poplar, Elm, Alder, Hornbeam, Chestnut, Apple, Pear, Plum, Cherry,Shrubs: Juniper, Boxwood, Holly, Rhododendron, Lilac, Hydrangea, Forsythia, Hebe, Rose, Spirea,Grasses: Fescue, Rye, Bent, Bluegrass, Meadow, Oat, Brome, Canary,Wildflowers: Daisy, Dandelion, Buttercup, Cowslip, Primrose, Foxglove, Speedwell, Snapdragon, Vetch,Ferns: Lady, Male, Bracken, Hart's-tongue, Harts-tongue, Polypody,Mosses: Sphagnum, Polytrichum, Hypnum,Lichens: Reindeer, Rock, Usnea,Algae: Chara, Cladophora,Trees of hedges: Hawthorn, Hazel, Blackthorn, Sloe, Dogwood,Herbs: Sage, Thyme, Parsley, Marjoram, Rosemary, Oregano, Mint, Basil, Chives, Lovage,Fruit Trees: Apple, Pear, Plum, Cherry,Vines: Ivy, Honeysuckle, Clematis, Grape,Aquatic plants: Water lily, Waterweed, Duckweed, Pondweed, Water Starwort,Bulbs: Tulip, Daffodil, Hyacinth, Crocus, Snowdrop, Bluebell,Aquatic grasses: Reed, Bulrush, Cattail, Arrowhead,Conifers: Yew, Cedar, Fir, Spruce, Pine,Palms: Date, Coconut,Bamboos: Japanese, Chinese,Succulents: Aloe, Agave, Cactus,Ferns: Maidenhair, Staghorn, Bird's Nest, Royal,Annuals: Marigold, Sunflower, Poppy, Cornflower,Perennials: Chrysanthemum, Peony, Hosta, Lavender, Aster, Coreopsis,Trees of the forest: Beech, Oak, Birch, Ash, Elm, Alder,Shrubs of the forest: Holly, Dogwood, Elder, Hazel, Hawthorn,Hedgerow plants: Blackthorn, Hawthorn, Dogwood, Hazel, Ivy,Wildflowers of the forest: Primrose, Foxglove, Wood Anemone, Bluebell, Wood Sorrel, Woodruff,Aquatic plants of the forest: Water lilies, Waterweed, Duckweed, Pondweed, Water Starwort,Trees of the meadow: Apple, Pear, Plum, Cherry,Shrubs of the meadow: Juniper, Boxwood, Holly, Rhododendron, Lilac, Hydrangea, Forsythia, Hebe, Rose, Spirea,Grasses of the meadow: Fescue, Rye, Bent, Bluegrass, Meadow, Oat, Brome, Canary,Wildflowers of the meadow: Daisy, Dandelion, Buttercup, Cowslip, Primrose, Foxglove, Speedwell, Snapdragon, Vetch,Ferns of the meadow: Lady, Male, Bracken, Hart's-tongue, Harts-tongue, Polypody,Trees of the marsh: Alder, Willow, Poplar,Shrubs of the marsh: Juniper, Boxwood, Holly, Rhododendron, Lilac, Hydrangea, Forsythia, Hebe, Rose, Spirea,Grasses of the marsh: Fescue, Rye, Bent, Bluegrass, Meadow, Oat, Brome, Canary,Wildflowers of the marsh: Daisy, Dandelion, Buttercup, Cowslip, Primrose, Foxglove, Speedwell, Snapdragon, Vetch,Ferns of the marsh: Lady, Male, Bracken, Hart's-tongue, Harts-tongue, Polypody,Trees of the riverbank: Ash, Willow, Alder, Poplar,Shrubs of the riverbank: Juniper, Boxwood, Holly, Rhododendron, Lilac, Hydrangea, Forsythia, He"
Macau,"Bamboo,Orchids,Wild Banana Trees,Casuarina Trees,Mangroves,Banyan Trees,Chinese Fan Palms,Hibiscus,Bougainvillea,Frangipanis,Chinese Yews,Eucalyptus,Chinese Banyan,Bottlebrush,Chinese Bamboo,Chinese Wisteria,Chinese Hackberry,Chinese Ash,Chinese Elm,Chinese Banyan Trees,Chinese Date Palms,Chinese Fir,Chinese Banyan Trees,Chinese Juniper,Chinese Cypress,Chinese Fir Trees,Chinese Magnolia,Chinese Pine,Chinese Quince,Chinese Redbud,Chinese Tea Trees,Chinese Tamarind Trees,Chinese Tung Tree,Chinese Weeping Willow,Chinese White Pine,Chinese Wild Cherry,Chinese Wild Olive,Chinese Wild Peach,Chinese Wild Pear,Chinese Wild Plum,Chinese Witch Hazel,Chinese Wisteria,Chinese Yew,Chinese Ziziphus,Chinese Zoysia Grass,Chinese Evergreen,Chinese Holly,Chinese Honeysuckle,Chinese Ligustrum,Chinese Mahogany,Chinese Mulberry,Chinese Nandina,Chinese Oak,Chinese Osmanthus,Chinese Paperbark,Chinese Pistachio,Chinese Privet,Chinese Redbud,Chinese Rose,Chinese Silverberry,Chinese Sweet Gum,Chinese Tulip Tree,Chinese Wattle,Chinese Wax Tree,Chinese Wild Apple,Chinese Wild Apricot,Chinese Wild Banana,Chinese Wild Olive,Chinese Wild Orange,Chinese Wild Persimmon,Chinese Wild Plum,Chinese Wild Raspberry,Chinese Wild Strawberry,Chinese Wild Tea,Chinese Wild Taro,Chinese Wild Walnut,Chinese Wild Watermelon,Chinese Wild Yam,Chinese Wild Grape,Chinese Wild Lychee,Chinese Wild Papaya,Chinese Wild Pineapple,Chinese Wild Pomegranate,Chinese Wild Tomato,Chinese Wild Turmeric,Chinese Wild Vines,Chinese Wild Wheat,Chinese Wild Wormwood,Chinese Wild Ziziphus,Chinese Bamboo Grass,Chinese Bamboo Palm,Chinese Beautyberry,Chinese Blueberry,Chinese Chrysanthemum,Chinese Dwarf Banana,Chinese Foxtail Grass,Chinese Goldenrain Tree,Chinese Ground Orchid,Chinese Honeysuckle,Chinese Ironwood"
Macedonia,"Oak,Beech,Pine,Fir,Juniper,Maple,Poplar,Ash,Linden,Elm,Chestnut,Alder,Walnut,Birch,Plane,Spruce,Willow,Hornbeam,Holly,Yew,Hawthorn,Apple,Pear,Plum,Cherry,Peach,Apricot,Quince,Citrus,Mulberry,Fig,Grapevine,Raspberry,Blackberry,Strawberry,Gooseberry,Carob,Olive,Hackberry,Cornel,Sweet Chestnut,Wild Apple,Wild Pear,Wild Plum,Wild Cherry,Wild Peach,Wild Apricot,Wild Quince,Wild Citrus,Wild Mulberry,Wild Fig,Wild Raspberry,Wild Blackberry,Wild Strawberry,Wild Gooseberry,Wild Carob,Wild Olive,Wild Hackberry,Wild Corbel,Sweet Chestnut,Field Maple,Field Elm,White Willow,Grey Willow,Aspen,White Poplar,Grey Poplar,White Alder,Grey Alder,Wild Pear,Wild Apple,Wild Plum,Wild Cherry,Wild Peach,Wild Apricot,Wild Quince,Wild Citrus,Wild Mulberry,Wild Fig,Wild Raspberry,Wild Blackberry,Wild Strawberry,Wild Gooseberry,Wild Carob,Wild Olive,Wild Hackberry,Wild Corbel,Sweet Chestnut,Honeysuckle,Dog Rose,Blackthorn,Wild Rose,Ivy,Clematis,Bramble,Sowthistle,Dandelion,Daisy,Thistle,St John's Wort"
Madagascar,"Baobab Trees,Palms,Cycads,Ficus Trees,Euphorbia,Pachypodium,Aloes,Pandanus,Acacias,Casuarinas,Eucalyptus,Pandanus,Tamarind,Calotropis,Commiphora,Raphia,Dracaenas,Ficus Religiosa,Asclepias,Cordylines,Adansonia Digitata,Didiereaceae,Alocasia,Tetragonia,Acalypha,Aeschynomene,Erythrina,Phyllanthus,Poaceae,Actinidia,Terminalia,Ageratum,Hymenocardia,Hyphaene,Hygrophila,Hymenocallis,Hyphaene,Ipomoea,Ixora,Jatropha,Juncus,Kalanchoe,Lantana,Lepidium,Leucas,Limonium,Ludwigia,Lycopodium,Maerua,Melastomataceae,Mimosa,Moraceae,Musa,Nymphaea,Ochna,Ocimum,Opuntia,Panicum,Passiflora,Pennisetum,Periploca,Phoenix,Phyllanthus,Physalis,Pittosporum,Polygonum,Portulaca,Prosopis,Pteridium,Rhamnus,Rhus,Ricinus,Rubiaceae,Saccharum,Salix,Scaevola,Schinus,Senecio,Solanaceae,Spathodea,Strychnos,Tamarindus,Terminalia,Thespesia,Thunbergia,Trichilia,Typha,Ulmaceae,Urticaceae,Vangueria,Vernonia,Vitex,Zingiber,Ziziphus,Zygophyllum,Croton,Erythrina,Euphorbia,Heliotropium,Melastoma"
Malawi,"Baobab,Acacia,Euphorbia,Combretum,Terminalia,Brachystegia,Croton,Strychnos,Ficus,Combretum,Albizia,Sterculia,Ziziphus,Erythrina,Sclerocarya,Terminalia,Julbernardia,Burkea,Pterocarpus,Uapaca,Xylopia,Piliostigma,Hyphaene,Faidherbia,Spirostachys,Afzelia,Dalbergia,Parinari,Lonchocarpus,Trichilia,Diospyros,Acacia,Uapaca,Euclea,Pterocarpus,Mimusops,Manilkara,Ochna,Acacia,Xylopia,Erythrina,Ficus,Pterocarpus,Albizia,Combretum,Terminalia,Brachystegia,Strychnos,Hyphaene,Faidherbia,Spirostachys,Afzelia,Dalbergia,Parinari,Lonchocarpus,Trichilia,Diospyros,Acacia,Uapaca,Euclea,Pterocarpus,Mimusops,Manilkara,Ochna,Acacia,Xylopia,Erythrina,Ficus,Pterocarpus,Albizia,Combretum,Terminalia,Brachystegia,Strychnos,Hyphaene,Faidherbia,Spirostachys,Afzelia,Dalbergia,Parinari,Lonchocarpus,Trichilia,Diospyros,Acacia,Uapaca,Euclea,Pterocarpus,Mimusops,Manilkara,Ochna,Acacia,Xylopia,Erythrina,Ficus,Pterocarpus,Albizia,Combretum,Terminalia,Brachystegia,Strychnos"
Malaysia,"Mangrove,Dipterocarp,Rafflesia,Orchid,Ficus,Fern,Pandanus,Coconut,Rubber,Bamboo,Palms,Acacia,Calamus,Myrtaceae,Dipterocarpaceae,Euphorbiaceae,Lauraceae,Arecaceae,Annonaceae,Melastomataceae,Apocynaceae,Fabaceae,Zingiberaceae,Piperaceae,Rubiaceae,Asteraceae,Poaceae,Aquatic Plants,Bromeliads,Cacti,Cycads,Lichens,Mosses,Ferns,Lianas,Shrubs,Trees,Vines,Grasses,Algae,Seagrasses,Mangrove Trees,Meranti,Merbau,Bintangor,Kempas,Ramin,Belian,Teak,Shorea,Kempulan,Jelutong,Chengal,Merawan,Damar,Gaharu,Kekabu,Kayu Ulin,Bintangor,Seraya,Durian,Rambutan,Durio,Mangosteen,Jackfruit,Cempedak,Langsat,Nangka,Duku,Breadfruit,Salak,Starfruit,Pandan,Jamun,Rose Apple,Cucurbitaceae,Pteridophyta,Musaceae,Pandaceae,Sapotaceae,Guttiferae,Sapindaceae,Myrtaceae,Meliaceae,Leguminosae,Anacardiaceae,Lauraceae,Euphorbiaceae,Aquatic Plants,Conifers,Cycads,Bromeliads,Lichens,Mosses,Ferns,Lianas,Shrubs,Trees,Vines,Grasses"
Maldives,"Coconut palms,Sea grape,Beach hibiscus,Sea holly,Beach morning glory,Sea purslane,Beach heliotrope,Beach almond,Sea lavender,Beach clover,Beach grass,Beach morning glory,Sea lavender,Beach almond,Beach heliotrope,Sea purslane,Sea holly,Beach hibiscus,Sea grape,Coconut palms,Pandanus,Casuarina,Pandanus tectorius,Pandanus amaryllifolius,Beach almond,Beach heliotrope,Beach morning glory,Beach clover,Beach grass,Sea holly,Sea purslane,Sea lavender,Sea grape,Beach hibiscus,Coconut palms,Casuarina equisetifolia,Pandanus odoratissimus,Pandanus utilis,Pandanus fascicularis,Pandanus tectorius,Pandanus amaryllifolius,Sea purslane,Sea holly,Sea lavender,Sea grape,Beach hibiscus,Beach almond,Beach heliotrope,Beach morning glory,Beach clover,Beach grass,Pandanus tectorius,Pandanus amaryllifolius,Pandanus odoratissimus,Pandanus utilis,Pandanus fascicularis,Casuarina equisetifolia,Sea purslane,Sea holly,Sea lavender,Sea grape,Beach hibiscus,Beach almond,Beach heliotrope,Beach morning glory,Beach clover,Beach grass,Coconut palms,Pandanus,Casuarina,Pandanus tectorius,Pandanus amaryllifolius,Pandanus odoratissimus,Pandanus utilis,Pandanus fascicularis,Casuarina equisetifolia,Ixora,Scaevola,Pemphis,Tournefortia,Calophyllum,Terminalia,Carallia,Barringtonia,Ficus,Clerodendrum,Eugenia,Garcinia,Dillenia,Morinda,Syzygium,Hibiscus,Cordia,Bruguiera,Acrostichum,Acanthus,Pandanus,Casuarina,Vitex,Thatch palm"
Mali,"Acacia,Baobab,Date Palm,Desert Rose,Euphorbia,Faidherbia albida,Fig Tree,Grassland,Guiera senegalensis,Juniper,Karite Tree,Lantana camara,Mango Tree,Marula Tree,Mimosa,Neem Tree,Olea europaea,Palm Trees,Prosopis africana,Quercus ilex,Raffia Palm,Sclerocarya birrea,Tamarind,Terminalia,Uapaca bojeri,Vachellia nilotica,Wild Olive,Xeromphis spinosa,Ziziphus mauritiana,African Daisy,African Ebony,African Tulip Tree,Aerva lanata,Aloe,Andropogon gayanus,Argan Tree,Balanites aegyptiaca,Bamboo,Boscia senegalensis,Bush Mallow,Celtis integrifolia,Combretum,Cordia senegalensis,Croton,Cyperus,Desmodium,Dodonaea viscosa,Elephant Grass,Ficus,Flame Tree,Gambia Gum Tree,Gardenia,Gliricidia sepium,Guiera,Hyphaene thebaica,Indigofera,Jatropha curcas,Leptadenia pyrotechnica,Maerua crassifolia,Manilkara,Melia azedarach,Moringa,Nymphaea lotus,Ochna,Panicum,Phoenix dactylifera,Poaceae,Prosopis juliflora,Ricinus communis,Salvadora persica,Senna,Sesamum,Sida,Stereospermum,Sterculia,Tamarix,Terminalia avicennioides,Thymelaea,Triumfetta,Vitellaria paradoxa,Xanthocercis,Ziziphus,Acacia albida,Acacia senegal,Acacia seyal,Acacia tortilis,Adansonia digitata,Aeschynomene,Agave sisalana,Albizia,Anogeissus,Boscia,Brachystegia,Calliandra,Combretum glutinosum,Commiphora,Cordia africana,Cyperus articulatus,Dalbergia sissoo,Dichrostachys cinerea,Erythrina abyssinica"
Malta,"Wild Olive Trees,Wild Fig Trees,Carob Trees,Lentisc Trees,Aleppo Pine Trees,Wild Juniper Trees,Holm Oak Trees,Cork Oak Trees,Mastic Trees,Strawberry Trees,Wild Pomegranate Trees,Wild Pear Trees,Wild Plum Trees,Wild Cherry Trees,Wild Apple Trees,Wild Quince Trees,Wild Almond Trees,Wild Walnut Trees,Wild Pistachio Trees,Wild Strawberry Trees,Wild Raspberry Trees,Wild Blackberry Trees,Wild Blueberry Trees,Wild Rosemary Trees,Wild Thyme Trees,Wild Lavender Trees,Wild Oregano Trees,Wild Sage Trees,Wild Marjoram Trees,Wild Mint Trees,Wild Fennel Trees,Wild Hyssop Trees,Wild Asparagus Trees,Wild Capers Trees,Wild Broom Trees,Wild Cistus Trees,Wild Wildflower Trees,Wild Daisy Trees,Wild Dandelion Trees,Wild Chamomile Trees,Wild Speedwell Trees,Wild Poppy Trees,Wild Cornflower Trees,Wild Daisy Trees,Wild Sunflower Trees,Wild Fennel Trees,Wild Saffron Trees,Wild Orchid Trees,Wild Lavender Trees,Wild Lupin Trees,Wild Rose Trees,Wild Mallow Trees,Wild Anemone Trees,Wild Narcissus Trees,Wild Carnation Trees,Wild Gladiolus Trees,Wild Iris Trees,Wild Tulip Trees,Wild Geranium Trees,Wild Marigold Trees,Wild Alyssum Trees,Wild Broom Trees,Wild Cactus Trees,Wild Agave Trees,Wild Aloe Trees,Wild Yucca Trees,Wild Palmetto Trees,Wild Date Palm Trees,Wild Fan Palm Trees,Wild Phoenicopterus Trees,Wild Juniper Trees,Wild Tamarisk Trees,Wild Tamarind Trees,Wild Acacia Trees,Wild Eucalyptus Trees,Wild Oleander Trees,Wild Arbutus Trees,Wild Myrtle Trees,Wild Judas Trees,Wild Olive Trees,Wild Pistachio Trees,Wild Chestnut Trees,Wild Oak Trees,Wild Pine Trees,Wild Cypress Trees,Wild Cedar Trees,Wild Juniper Trees,Wild Holly Trees,Wild Hollyhock Trees,Wild Alder Trees,Wild Willow Trees,Wild Poplar Trees,Wild Maple Trees,Wild Ash Trees,Wild Hawthorn Trees,Wild Ivy Trees,Wild Lichen Trees,Wild Moss Trees,Wild Licorice Trees,Wild Sea Lavender Trees"
Marshall Islands,"Coconut Palm,Sea Hibiscus,Pandanus,Beach Hibiscus,Beach Morning Glory,Beach Naupaka,Beach Vitex,Dwarf Coconut,Foxtail,Indian Mulberry,Ironwood,Native Ipil,Native Marang,Native Pisonia,Native Seagrape,Native Screwpine,Native Seahemp,Native Tamarind,Native Wild Mango,Noni,Pandanus Palm,Pandanus Scrub,Pandanus Trees,Pig-Tailed Coconut,Seagrape,Seahemp,Seashore Hibiscus,Seashore Morning Glory,Seashore Paspalum,Seashore Screwpine,Seashore Tamarind,Seashore Wild Mango,Seashore Wild Papaya,Shore Hibiscus,Shore Morning Glory,Shore Paspalum,Shore Screwpine,Shore Tamarind,Shore Wild Mango,Shore Wild Papaya,Tall Coconut,Tall Ironwood,Tall Pandanus,Tall Seagrape,Tall Seahemp,Tall Seashore Hibiscus,Tall Seashore Morning Glory,Tall Seashore Paspalum,Tall Seashore Screwpine,Tall Seashore Tamarind,Tall Seashore Wild Mango,Tall Seashore Wild Papaya,Tall Shore Hibiscus,Tall Shore Morning Glory,Tall Shore Paspalum,Tall Shore Screwpine,Tall Shore Tamarind,Tall Shore Wild Mango,Tall Shore Wild Papaya,Thatch Palm,Beach Almond,Beach Banana,Beach Breadfruit,Beach Coconut,Beach Guava,Beach Hibiscus,Beach Ironwood,Beach Marang,Beach Mulberry,Beach Noni,Beach Pisonia,Beach Seagrape,Beach Seahemp,Beach Screwpine,Beach Tamarind,Beach Wild Mango,Beach Wild Papaya,Dwarf Breadfruit,Dwarf Coconut,Dwarf Guava,Dwarf Hibiscus,Dwarf Ironwood,Dwarf Marang,Dwarf Mulberry,Dwarf Noni,Dwarf Pisonia,Dwarf Seagrape,Dwarf Seahemp,Dwarf Screwpine,Dwarf Tamarind,Dwarf Wild Mango,Dwarf Wild Papaya,Foxtail Palm,Indian Mulberry Tree,Seashore Breadfruit,Seashore Coconut,Seashore Guava,Shore Breadfruit,Shore Coconut,Shore Guava"
Martinique,"Palms,Orchids,Bromeliads,Ferns,Bamboo,Mangrove,Sea Grape,Heliconia,Cacti,Hibiscus,Royal Poinciana,Sea Lavender,Sea Holly,Beach Morning Glory,Sea Purslane,Beach Almond,Wild Coffee,Wild Tamarind,Wild Olive,Wild Almond,Wild Fig,Wild Guava,Wild Mango,Wild Cashew,Wild Avocado,Wild Banana,Wild Citrus,Wild Pineapple,Wild Papaya,Wild Coconut,Wild Papaw,Wild Soursop,Wild Acacia,Wild Tamarind,Wild Breadfruit,Wild Myrtle,Wild Ebony,Wild Mahogany,Wild Bamboo,Wild Calabash,Wild Yams,Wild Marjoram,Wild Sage,Wild Thyme,Wild Mint,Wild Coriander,Wild Parsley,Wild Oregano,Wild Fennel,Wild Anise,Wild Cardamom,Wild Cinnamon,Wild Nutmeg,Wild Clove,Wild Allspice,Wild Turmeric,Wild Vanilla,Wild Coffee,Wild Tea,Wild Cocoa,Wild Peppers,Wild Peppermint,Wild Lemon Grass,Wild Spearmint,Wild Ginger,Wild Galangal,Wild Tumeric,Wild Marigold,Wild Dandelion,Wild Sunflower,Wild Poppy,Wild Chrysanthemum,Wild Daisy,Wild Lilies,Wild Hibiscus,Wild Morning Glory,Wild Neem,Wild Jasmine,Wild Rose,Wild Balsam,Wild Bougainvillea,Wild Frangipani,Wild Magnolia,Wild Oleander,Wild Plumeria,Wild Bouvardia,Wild Gardenia,Wild Begonia,Wild Amaryllis,Wild Begonia,Wild Begonia,Wild Poinsettia,Wild Orchid,Wild Heliconia,Wild Bromeliad,Wild Pitcher Plant,Wild Mangrove,Wild Spanish Moss,Wild Lichens,Wild Mosses"
Mauritania,"Acacia,Acacia senegal,Alhagi maurorum,Anogeissus,Argan,Artemisia herba-alba,Atriplex,Balanites aegyptiaca,Bambara groundnut,Boscia senegalensis,Capparis decidua,Cassia,Combretum,Cordia,Cymbopogon,Dalbergia,Euphorbia,Faidherbia albida,Ficus,Flueggea,Grewia,Guiera senegalensis,Haloxylon,Hyphaene thebaica,Indigofera,Jatropha,Juniperus,Leptadenia pyrotechnica,Maerua,Maerua crassifolia,Maerua oblongifolia,Maerua angolensis,Maerua pseudopetalosa,Maerua salicifolia,Maerua triflora,Maytenus senegalensis,Melia azedarach,Panicum,Parkinsonia,Prosopis africana,Prosopis juliflora,Rhus,Salvadora,Sclerocarya birrea,Senegalia,Senna,Sesamum,Tamarix,Terminalia,Thymelaea,Ziziphus,Ziziphus mauritiana,Zygophyllum,Acacia laeta,Acacia nilotica,Acacia seyal,Acacia tortilis,Alhagi camelorum,Aristida,Balanites roxburghii,Calotropis procera,Cenchrus,Commiphora,Cymbopogon schoenanthus,Diospyros,Dodonaea,Eragrostis,Fagonia,Flaveria,Gymnosporia,Haloxylon persicum,Hyphaene compressa,Indigofera hirsuta,Jatropha curcas,Leptadenia hastata,Maerua crassifolia var. crassifolia,Maerua crassifolia var. oblongifolia,Maerua crassifolia var. triflora,Maerua oblongifolia var. oblongifolia,Maerua oblongifolia var. triflora,Maerua pseudopetalosa var. crassifolia,Maerua pseudopetalosa var. triflora,Maerua salicifolia var. crassifolia,Maerua salicifolia var. oblongifolia,Maerua salicifolia var. triflora,Maytenus senegalensis var. senegalensis,Panicum turgidum,Parkinsonia aculeata,Parkinsonia africana,Parkinsonia florida,Prosopis africana var. africana,Prosopis juliflora var. juliflora,Rhus natalensis,Salvadora persica,Salvadora persica var. persica,Sclerocarya birrea var. birrea,Senegalia senegal,Sesamum alatum,Tamarix aphylla,Thymelaea hirsuta"
